"","id","evidence","claim","label","topic_ip","question"
"3712",3138,"remdesivir is not sufficient on its own and may be suitable in combination with other antivirals or treatments such as convalescent plasma.","Coronavirus: what is remdesivir and how effective is it against Covid-19? Remdesivir is an experimental antiviral made by pharmaceutical firm Gilead Sciences that was first developed to treat Ebola","Neutral",30,"is remdesivir an effective treatment for COVID-19?"
"3713",274,"Although to date it is considered that Covid19 originates from bats (96.2% overall genome sequence identity) (1), the type of intermediate animals that caused the transmission to humans remains unknown (2-4).","The COVID-19 come up from the Wuhan Lab","Refutes",1,"what is the origin of COVID-19"
"3714",12433,"diabetes, hypertension, and cholesterol levels possess an apparent relation to COVID-19 severity.","COVID-19 can cause more severe symptoms and complications in some people living with diabetes, the elderly, and those with other chronic conditions such as heart disease & lung disease.","Supports",24,"what kinds of complications related to COVID-19 are associated with diabetes"
"3715",10764,"Inefficient human-to-human transmission of zoonotic strains may initially limit the spread of transmission, but an infection may be contracted by touching contaminated surfaces.","the virus could remain stable for long periods at 4 degrees C","Neutral",16,"touching a contaminated surface will not make you sick"
"3716",12594,"Distinguishing pre-existing and de novo antibody responses to SARS-CoV-2 will be critical for serology, seroprevalence and vaccine studies, as well as for our understanding of susceptibility to and natural course of SARS-CoV-2 infection.","When infected with the SARS-CoV-2 coronavirus, many people experience mild and moderate symptoms, but for some people infection can be severe or fatal. ","Neutral",3,"will SARS-CoV2 infected people develop immunity?"
"3717",7389,"In the setting of pericardial diseases, there are two possible different scenarios to consider: the patient being treated for pericarditis who subsequently becomes infected with SARS-CoV-2, and the patient with COVID-19 who develops pericarditis or pericardial effusion. ","if they develop a fever and COVID-19 symptoms, they should not take NSAIDs (ibuprofen) because it can worsen the covid-19 disease","Neutral",69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
"3718",2954,"Preliminary clinical evidence from China and France showed significant virological and clinical benefit in HCQ-treated patients, while other studies, mostly including critically ill patients, did not show favorable results.","Hydroxychloroquine not effective as a treatment for covid-19","Neutral",28,"does hydroxychloroquine treat COVID-19?"
"3719",2063,"Our models predict these strict social distancing measures caused a 79% and 61% reduction in the daily cases of COVID-19 across Australia and New Zealand respectively. ","Additionally, even if you are low risk (healthy, young), social distancing can reduce your risk of contracting COVID-19 and passing it on to someone around you that is at risk.","Supports",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"3720",6400,"Epidemiological and laboratory research seems to suggest that smoking and perhaps nicotine alone could reduce the severity of COVID-19.","Smokers seem less likely than non-smokers to fall ill with coronavirus","Supports",63,"Can smoking help in preventing COVID-19?"
"3721",6050,"Content analysis revealed that, of 233 sample tweets, 34.8% (n=81) contained views that 5G and COVID-19 were linked","5G uses higher frequencies than 4G, which are dangerous and caused covid-19","Supports",56,"Can 5G technology cause COVID-19?"
"3722",1708,"social distancing and have seen slowing the spread of COVID-19.","Social distancing during coronavirus Social distancing means limiting close contact between yourself and others in your community, even if you are not sick or at risk.","Supports",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"3723",6843,"Using data from probable cat-to-cat transmission in Wuhan, China, we estimated the basic reproduction number R0 under this scenario at 1.09 (95% confidence interval: 1.05, 1.13). This value is much lower than the R0 reported for humans and close to one, indicating that the sustained transmission between cats is unlikely to occur.","Coronavirus in dogs and cats According to the U.S. Centers for Disease Control and Prevention, a few pets - including cats and dogs - also have been infected with the virus that causes COVID-19.","Supports",67,"Can animals spread COVID-19?"
"3724",13790,"Knowledge of the molecular mechanisms of viral cycles and immunity is an important prerequisite for the development of vaccination strategies and development of effective drugs.","T cells may help COVID-19 patients - and people never exposed to the virus","Neutral",3,"will SARS-CoV2 infected people develop immunity?"
"3725",10514,"The most common coronaviruses may well survive or persist on surfaces for up to one month.","getting coronavirus from another person remains by far the most likely route of infection","Neutral",16,"touching a contaminated surface will not make you sick"
"3726",361,"However, the source(s) and transmission routine(s) of SARSCoV2 remain elusive' (1).","5G mobile networks do not cause or spread COVID-19.","Neutral",1,"what is the origin of COVID-19"
"3727",4070,"In Europe, there were no correlations for both recovery (r= 0.040) and mortality rate (r= -0.035).","There is a link between vitamin D status and COVID-19 risk","Refutes",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"3728",11005,"In total, 309 trials evaluating therapeutic management options, 23 studies assessing preventive strategies and 3 studies examining both were retrieved.","COVID-19 has led to the suspension of many clinical studies of experimental treatments.","Neutral",17,"are there any clinical trials available for the coronavirus"
"3729",9645,"We conducted a retrospective analysis of children with suspected COVID-19 at a Specialist Childrens Hospital to determine outcomes based on COVID-19 testing status and underlying health vulnerabilities.","Some say that's not a problem because the vast majority of children don't get severely ill from COVID-19.","Refutes",116,"Can children get COVID-19?"
"3730",13358,"The number of these epitopes and the prevalence of the common coronaviruses suggest that a large part of the world population has some degree of specific immunity against SARS-CoV-2 already, even without having been infected by that virus.","Critically ill patients have robust immunity to new coronavirus","Neutral",3,"will SARS-CoV2 infected people develop immunity?"
"3731",4750,"Although COVID-19 can be rapidly diagnosed, efficient clinical treatment of COVID-19 remains unavailable, resulting in high fatality.","vitamin C may be beneficial in certain groups of  covid-19 patients, particularly those already deficient in vitamin C who develop COVID-19.","Refutes",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
"3732",6054,"Content analysis revealed that, of 233 sample tweets, 34.8% (n=81) contained views that 5G and COVID-19 were linked","The evidence that COVID-19 is a bioweapon is overwhelming","Neutral",56,"Can 5G technology cause COVID-19?"
"3733",5632,"Though its still not verified in any way whether the BCG vaccination can actually prevent COVID-19 or not but we believe a thorough analytical research in this regard is indeed worth a shot.","Can a vaccine from 1921 save lives from Covid-19? No Absolutely not","Neutral",54,"can bcg vaccine cure covid-19"
